ORDER_ID,DATE,CUSTOMER_ID,PRODUCT_ID
3474,20190529,3660,GGOEAXXX0833
3475,20181124,4505,9180869
3476,20190528,363,9182824
3477,20181027,1582,GGOEGAAB033813
3478,20190727,4370,GGOEGAAC075715
3479,20190819,777,9182759
3480,20190809,4016,GGOEGAAJ073417
3481,20180812,4439,GGOEAAAJ032914
3482,20191117,686,9180806
3483,20190911,1030,9182776
3484,20180413,4921,GGOEGAAX0309
3485,20181227,3653,GGOEAAAJ080813
3486,20181226,5345,9182800
3487,20190615,1028,GGOEAAEB031214
3488,20191113,123,GGOEGAAJ032816
3489,20190818,3600,9182740
3490,20191209,4340,9182734
3491,20180913,2873,GGOEAHPJ004213
3492,20190419,1911,GGOEGAAX0164
3493,20191112,4413,GGOEGAAC035016
3494,20190628,1959,GGOEAAEB028314
3495,20190218,574,GGOEGAAJ059117
3496,20190208,3864,GGOEAAXC066455
3497,20180713,2811,GGOEAKDH019899
3498,20190609,4668,9183192
3499,20190715,3343,9183233
3500,20190425,4389,9182973
3501,20190525,2550,9180759
3502,20180703,4314,GGOEAAEJ033414
3503,20191216,4733,GGOEGAAX0278
3504,20191118,512,9182519
3505,20190510,1541,GGOEAAXN066355
3506,20191211,4051,GGOEAAAP081216
3507,20190316,4317,9183222
3508,20190216,864,9180759
3509,20191018,4948,GGOEGAAX0286
3510,20180911,719,GGOEAAWC061654
3511,20180623,3080,9183015
3512,20191105,2188,10 14160
3513,20180713,181,9182854
3514,20180525,4965,GGOEGAAQ057215
3515,20180302,1185,GGOEGAAQ057217
3516,20180819,3406,9180764
3517,20190726,5072,9182581
3518,20190707,2209,10 52225
3519,20191102,3660,GGOEAAEB031617
3520,20190217,804,10 14153
3521,20180826,260,9180752
3522,20181115,1580,9180876
3523,20191008,3727,GGOEAAWT061749
3524,20190612,331,9182760
3525,20190916,1985,9182710
3526,20190917,2293,GGOEAAAB034814
3527,20190826,1737,GGOEAAYJ068826
3528,20190825,4421,GGOEAAEB028316
3529,20190329,806,9184678
3530,20191023,681,GGOEGAAX0074
3531,20191220,4620,9183229
3532,20191027,5198,9182383
3533,20190905,3185,GGOEAAAB034816
3534,20181002,2061,9182179
3535,20190424,949,GGOEAAWJ062548
3536,20191130,4979,9182725
3537,20191113,2244,GGOEAAAH083315
3538,20190612,1848,9182995
3539,20180422,3763,9180824
3540,20190706,2894,9182973
3541,20190619,3233,GGOEAAAH083315
3542,20190312,2940,GGOEGAAX0289
3543,20181227,2029,GGOEAAWN062648
3544,20191015,2772,9182784
3545,20190227,2692,9180850
3546,20190603,1135,9182951
3547,20190717,3675,9182759
3548,20190312,1344,9180816
3549,20180829,474,GGOEAAEB031615
3550,20190806,1365,GGOEGAAX0319
3551,20190806,3645,9182740
3552,20190905,3160,9183193
3553,20190619,3699,GGOEAAAB034817
3554,20190520,1962,GGOEGAAJ073013
3555,20190607,5310,9182833
3556,20190307,4916,GGOEGAAX0318
3557,20181005,3499,9182743
3558,20190516,4282,9180829
3559,20181011,5112,9182382
3560,20190827,1026,10 52147
3561,20190205,3749,9182995
3562,20190926,1276,GGOEAAEJ028213
3563,20190905,3268,GGOEAAAJ031916
3564,20191126,2288,GGOEGAAB010516
3565,20180312,762,GGOEAAEJ035713
3566,20190210,2346,9184689
3567,20180502,5012,9183232
3568,20180822,4818,GGOEGAAX0105
3569,20180630,4042,GGOEAAAC080913
3570,20180425,4382,9184620
3571,20190527,4205,9182854
3572,20191025,4825,9183002
3573,20191219,2539,9182998
3574,20190217,4545,GGOEGAAX0205
3575,20190528,1177,GGOEGAAJ057015
3576,20180626,1895,9182936
3577,20181128,4727,9182176
3578,20180810,2915,9182893
3579,20180828,2927,9181138
3580,20190520,4416,GGOEGAAJ032614
3581,20191208,2345,9183216
3582,20190602,3202,9184733
3583,20180809,2959,9180775
3584,20181005,1682,GGOEGAAC075714
3585,20190208,2495,10 84023
3586,20181126,3320,9184624
3587,20190626,3535,GGOEGAAX0334
3588,20191130,3659,GGOEGAAC032117
3589,20191003,5248,GGOEGAAX0231
3590,20190706,407,GGOEAAEB028314
3591,20181226,1183,GGOEAAQB036116
3592,20191225,3745,GGOEGAAX0107
3593,20191110,462,9184712
3594,20180909,2092,9182182
3595,20190522,3709,GGOEGAAX0318
3596,20181028,3734,GGOEGAAX0312
3597,20180815,2937,GGOEAAEB028313
3598,20190305,3056,GGOEAOCH077899
3599,20180623,4989,GGOEGAAJ073013
3600,20181216,5454,9183221
3601,20190914,3033,9180761
3602,20180715,610,GGOEGAAQ010415
3603,20190226,2201,9183193
3604,20180717,4552,GGOEGAAJ057015
3605,20190803,4765,GGOEGAAX0294
3606,20190208,2866,GGOEAAAJ032417
3607,20181129,3591,9180797
3608,20190907,89,9181571
3609,20180804,1210,9181150
3610,20180212,4943,9184683
3611,20191120,2231,9181663
3612,20191222,820,9180820
3613,20190207,4624,GGOEGAAC075715
3614,20190920,1445,GGOEAAWC061648
3615,20190718,388,GGOEAAAB081013
3616,20190227,3613,9180749
3617,20191004,2951,GGOEAAYC068726
3618,20180207,5195,9182562
3619,20191123,5329,9181109
3620,20181208,1304,GGOEGAAX0311
3621,20191003,3801,GGOEGAAJ059113
3622,20190903,3962,GGOEGAAJ032813
3623,20190626,4763,GGOEGAAJ080616
3624,20190409,910,GGOEGAAX0326
3625,20191110,4828,GGOEAAEB031214
3626,20190903,5345,GGOEAAAJ032915
3627,20181215,1081,GGOEAAAJ032917
3628,20190303,314,9180806
3629,20190326,2426,GGOEGAAB010514
3630,20190503,3264,9182734
3631,20190305,3393,GGOEAAAJ032916
3632,20191217,2586,9181663
3633,20190713,3272,GGOEGAAX0327
3634,20190217,5316,GGOEGAAJ032313
3635,20190416,1919,9180838
3636,20181229,5167,9182838
3637,20180511,3210,GGOEAAAJ034513
3638,20191112,3574,GGOEAAWC062448
3639,20190605,3919,GGOEGAAR010715
3640,20190820,4854,9182635
3641,20180603,1727,9182778
3642,20180528,788,GGOEAAAL081116
3643,20191122,2840,9180851
3644,20190209,4940,GGOEAAFB035914
3645,20191113,169,9183239
3646,20180516,1878,9182732
3647,20190415,3536,GGOEAAEB028313
3648,20190825,5392,9182995
3649,20190209,2779,9182753
3650,20190507,758,9180757
3651,20181013,2548,9183224
3652,20191229,656,9182788
3653,20180409,1471,9183015
3654,20191121,3439,9180767
3655,20191015,2621,9182824
3656,20190305,4174,GGOEAAWJ062550
3657,20180627,1660,9182611
3658,20180723,2781,GGOEGAAX0304
3659,20191021,4117,GGOEAAAJ032915
3660,20180830,4078,GGOEGAAX0333
3661,20181215,4511,GGOEGAAX0290
3662,20190726,448,9182732
3663,20190208,3359,GGOEAAEH035217
3664,20190217,215,GGOEGAAL059018
3665,20190519,2955,9183179
3666,20180303,2342,9183173
3667,20190507,644,9182785
3668,20190926,5096,GGOEGAAB033814
3669,20190917,5104,9183196
3670,20190408,1188,9182182
3671,20191024,4261,9182757
3672,20190304,598,9182744
3673,20190727,448,GGOEAAYJ068825
3674,20180222,3583,9183222
3675,20191226,489,9180819
3676,20190213,554,9183213
3677,20181216,2593,9182701
3678,20190926,499,9183001
3679,20190326,1517,9180785
3680,20191007,3568,9180754
3681,20190913,2021,9181572
3682,20190218,4108,9182977
3683,20190209,4731,9183193
3684,20191128,2589,GGOEAKDH019899
3685,20190904,853,GGOEAAYC068724
3686,20181113,750,GGOEGAAB058918
3687,20190714,2628,GGOEGAAJ073017
3688,20180216,4823,9184623
3689,20180822,1310,GGOEAAEB031615
3690,20180615,2984,GGOEAAWQ063048
3691,20190426,2379,9182715
3692,20190912,4664,GGOEGAAR010715
3693,20190326,5204,9182182
3694,20191013,1411,GGOEGAAJ080715
3695,20190527,3188,9182893
3696,20190625,5183,9182748
3697,20190329,5336,9183058
3698,20180924,4648,9180750
3699,20190223,5158,GGOEAAAH083315
3700,20191105,3562,9182519
3701,20180517,4313,9180844
3702,20180319,920,GGOEAAAJ031917
3703,20180309,3242,GGOEGAAJ032717
3704,20190406,3235,9180811
3705,20191102,3430,GGOEGAAJ032313
3706,20180515,2342,9183229
3707,20191119,1774,GGOEGAAJ057018
3708,20190218,904,9182713
3709,20190503,2590,9182186
3710,20190718,5363,10 52246
3711,20180827,3180,9183193
3712,20191113,262,9184624
3713,20190328,3050,GGOEGAAB010513
3714,20191014,1131,GGOEGAAJ032716
3715,20180724,886,GGOEAXXX0833
3716,20181013,577,GGOEGAAX0293
3717,20180406,4822,GGOEGAAJ057017
3718,20190319,309,GGOEAAAB034816
3719,20190629,993,GGOEGAAC032114
3720,20191025,1083,9182588
3721,20190811,1444,GGOEGAAJ059115
3722,20181229,4066,9182858
3723,20190221,4481,GGOEGAAX0294
3724,20190523,2059,GGOEAAAJ034515
3725,20191129,2163,GGOEGAAH075914
3726,20191026,443,9182946
3727,20191225,1803,GGOEGAAJ032815
3728,20190202,5337,GGOEGAAQ010413
3729,20180817,2351,GGOEGAAJ032714
3730,20181111,5173,GGOEAAEJ030913
3731,20180716,4438,GGOEAAXN066329
3732,20190824,578,9184735
3733,20190204,3170,GGOEAAAB034913
3734,20190721,2290,9182770
3735,20190502,1477,GGOEAAXN066355
3736,20191009,125,GGOEAAAJ032917
3737,20190413,1312,9180838
3738,20180404,185,9182725
3739,20180406,2311,9182721
3740,20191020,5010,9182977
3741,20190623,689,9183003
3742,20191209,3818,GGOEGAAX0317
3743,20190603,4350,GGOEAAYC068724
3744,20190925,3166,GGOEAAWC061649
3745,20190624,5110,GGOEGAAX0321
3746,20191007,4103,9182776
3747,20181111,3166,GGOEAAAQ032013
3748,20180713,2541,GGOEAAAH083316
3749,20181015,160,9182569
3750,20180719,3570,9182749
3751,20181230,4101,9180749
3752,20180820,3575,GGOEGAAR010717
3753,20180207,3423,9181139
3754,20191012,4596,9182172
3755,20191103,5329,9182177
3756,20180414,1141,GGOEAAAQ032013
3757,20190211,154,GGOEAAEB028313
3758,20190416,1159,GGOEGAAQ033914
3759,20191018,4212,9183064
3760,20190613,2281,GGOEGAAJ059117
3761,20191217,1914,GGOEAAEC029416
3762,20180905,4133,9183222
3763,20190506,2418,9180854
3764,20180728,2417,GGOEGAAX0168
3765,20190219,1565,GGOEGAAL010617
3766,20180702,4592,GGOEGAAX0288
3767,20190618,1572,9182779
3768,20180716,4675,GGOEGAAX0327
3769,20180509,2082,9182788
3770,20190716,3414,GGOEGAAJ059117
3771,20190312,3120,9183015
3772,20190523,3131,GGOEAAAQ032016
3773,20190309,1796,GGOEGAAJ032717
3774,20180606,731,10 55401
3775,20190907,4203,GGOEGAAJ073417
3776,20191124,3708,GGOEGAAJ032316
3777,20180521,4312,9180874
3778,20190916,2547,9183196
3779,20191111,3190,9182717
3780,20190915,3546,9182824
3781,20191006,1229,9184623
3782,20180817,3569,GGOEGAAL010613
3783,20181228,1221,9180836
3784,20190229,2559,9184720
3785,20191120,1382,GGOEAAWT061750
3786,20181119,3595,GGOEAAWT061748
3787,20190707,2499,9182553
3788,20190424,757,GGOEGAAX0318
3789,20181204,131,9184696
3790,20191024,120,10 52230
3791,20190618,5127,GGOEAAWC062448
3792,20181221,464,9182785
3793,20191211,622,9182720
3794,20180613,3564,10 31023
3795,20190630,1608,GGOEGAAJ073015
3796,20190827,5222,GGOEGAAQ033913
3797,20190710,2399,9180817
3798,20190823,1428,10 52230
3799,20190719,2658,GGOEGAAC075716
3800,20190524,1742,GGOEAAEB031213
3801,20190810,3769,9183204
3802,20190818,5133,GGOEADHH015499
3803,20190928,5160,9182994
3804,20190816,4066,9182909
3805,20181111,4278,9184733
3806,20191107,2103,9183124
3807,20181017,5270,9180828
3808,20190719,4342,9180864
3809,20191028,4560,10 75152
3810,20191214,1454,GGOEGAAX0297
3811,20190205,4804,9180815
3812,20191025,2182,GGOEGAAH034016
3813,20190925,833,9182776
3814,20191119,1301,GGOEAAFB035916
3815,20191227,2716,9182773
3816,20180524,689,9182751
3817,20190729,4073,9182713
3818,20190702,538,GGOEAAAJ080815
3819,20180413,1701,GGOEAAWC061648
3820,20190526,4642,10 14153
3821,20190524,4695,9182743
3822,20191014,3213,GGOEGAAX0329
3823,20180303,5343,GGOEAAAB081014
3824,20190804,1718,GGOEGAAX0297
3825,20180213,130,9182909
3826,20191007,1859,9182757
3827,20190521,3096,9180766
3828,20190230,473,9182785
3829,20190208,666,9184735
3830,20190412,2551,9184737
3831,20180925,399,10 13097
3832,20190922,2225,9184680
3833,20190618,5371,9182843
3834,20181014,1631,GGOEAAAC080913
3835,20180304,3873,GGOEGAAJ073014
3836,20191125,2394,9182774
3837,20190820,5417,10 14154
3838,20180702,4151,9183096
3839,20190518,2516,GGOEGAAL010613
3840,20191121,2180,9180803
3841,20190214,1167,9180851
3842,20191208,4904,GGOEAAWC062450
3843,20181029,2241,GGOEAAWC062448
3844,20190208,562,GGOEGAAJ080615
3845,20190605,2980,GGOEGAAC075713
3846,20181227,263,GGOEAAEJ030917
3847,20191115,1831,9182799
3848,20191117,2100,9180824
3849,20190610,2101,9184677
3850,20180416,810,GGOEGAAJ059114
3851,20190309,392,GGOEAAAB081014
3852,20180721,5043,9182765
3853,20190618,1715,GGOEAAEB031216
3854,20190708,3810,GGOEGAAQ033916
3855,20190504,820,GGOEAAAJ031914
3856,20190210,5255,GGOEAAAB081014
3857,20180415,1692,GGOEAAYC068725
3858,20190511,4688,9182559
3859,20190813,1083,10 15103
3860,20190723,2283,GGOEGAAX0327
3861,20190606,5292,GGOEAAAH083314
3862,20181023,1107,9183234
3863,20190202,3364,GGOEAAWQ063053
3864,20190620,4855,GGOEAAAB034914
3865,20191219,1388,GGOEAAAJ080814
3866,20181204,3299,GGOEGAAB033816
3867,20181130,102,9183211
3868,20180203,312,GGOEGAAX0283
3869,20190730,1413,GGOEGAAX0168
3870,20180230,4227,9182764
3871,20190408,5179,GGOEAAAB034813
3872,20190510,5361,GGOEAAEJ028215
3873,20180428,2696,9182740
3874,20180318,5146,GGOEAAAB034916
3875,20190804,1959,9180806
3876,20180807,4325,GGOEGAAX0309
3877,20190908,1040,GGOEAOCH077899
3878,20180713,992,GGOEAAAL081113
3879,20190528,1988,9180828
3880,20190926,1479,9182526
3881,20190922,689,9182752
3882,20190918,4794,9181150
3883,20190818,4165,9182979
3884,20191105,4554,9182686
3885,20191205,2547,9182859
3886,20190509,4609,9182706
3887,20180918,4519,GGOEAAAJ080817
3888,20190918,2209,9180829
3889,20190411,706,9183002
3890,20180917,3161,9182754
3891,20180923,4729,GGOEGAAL059015
3892,20190925,3721,9180771
3893,20180821,916,GGOEGAAR010717
3894,20190309,930,GGOEAKDH019899
3895,20191105,274,GGOEGAAX0328
3896,20190222,1647,GGOEGAAB010516
3897,20180511,3666,9182738
3898,20181223,1872,GGOEAFKQ020499
3899,20190812,91,GGOEAKDH019899
3900,20190926,2178,GGOEAAAJ032915
3901,20190707,3764,GGOEGAAX0324
3902,20190603,820,GGOEAAAJ032913
3903,20181021,4013,GGOEGAAJ059116
3904,20190625,298,GGOEGAAX0127
3905,20190918,3660,9183198
3906,20190313,4434,GGOEGAAL059016
3907,20190925,803,GGOEAAYJ068856
3908,20180622,794,9182798
3909,20190213,5047,GGOEAAAQ032014
3910,20180804,1066,GGOEAAAB034814
3911,20190605,409,GGOEGAAJ057015
3912,20190518,455,9180777
3913,20190906,3292,9182994
3914,20181209,2402,GGOEAAEB031213
3915,20180510,4902,GGOEGAAC035014
3916,20190830,5200,9183210
3917,20190218,3816,9180806
3918,20190322,1254,GGOEGAAJ032713
3919,20190209,2729,GGOEAAEC029416
3920,20190719,2938,9181574
3921,20180430,3087,9182737
3922,20190608,1127,GGOEAAEB028314
3923,20190325,5391,9180862
3924,20191228,4108,9182182
3925,20191004,2490,GGOEGAAR010716
3926,20181224,166,9182688
3927,20180506,3678,GGOEGAAX0300
3928,20180224,5204,GGOEGAAX0281
3929,20190629,3178,9184620
3930,20190617,3189,GGOEGAAQ057216
3931,20191223,4564,9182739
3932,20181010,3588,GGOEAAEB030213
3933,20181102,1045,9180803
3934,20191229,4475,9182658
3935,20190715,4043,9182873
3936,20191218,818,9180844
3937,20180913,902,GGOEGAAC075715
3938,20180529,4114,9180761
3939,20180410,2386,10 55401
3940,20190217,2655,9184705
3941,20181009,3475,9182588
3942,20180226,565,GGOEAAAB081013
3943,20180814,4494,9182553
3944,20180625,2130,GGOEAAQB036116
3945,20190218,683,9182668
3946,20190506,383,9183124
3947,20181123,2615,9180754
3948,20191025,2975,GGOEAAWC062448
3949,20190721,3792,GGOEGAAX0207
3950,20180202,4174,GGOEAAEB030215
3951,20190225,4200,GGOEGAAX0302
3952,20190518,4258,9180871
3953,20181216,3431,GGOEAAWC061653
3954,20190421,4251,10 13097
3955,20191206,3919,9180782
3956,20190928,3562,9184681
3957,20180618,678,9180782
3958,20180614,2192,9182186
3959,20190907,811,GGOEAAEH035213
3960,20191214,5034,9182780
3961,20191208,2780,GGOEAAEB030214
3962,20180624,5349,9182828
3963,20180209,3269,GGOEGAAL059015
3964,20191126,2299,GGOEGAAX0308
3965,20180612,2588,GGOEGAAC035017
3966,20180830,5030,GGOEAAEC029414
3967,20190216,2729,9181571
3968,20191227,4476,GGOEAAEJ030917
3969,20191028,4517,10 75152
3970,20180324,4619,9182749
3971,20190621,703,GGOEGAAB058918
3972,20190328,4281,9180778
3973,20180823,1463,9182735
3974,20180416,2066,GGOEAAWC061648
3975,20190327,4524,9180834
3976,20190728,166,GGOEGAAJ059115
3977,20191221,3707,9181576
3978,20190415,475,9182382
3979,20190409,5450,9182180
3980,20181006,4222,GGOEGAAX0280
3981,20190421,2397,9183238
3982,20191023,364,9182178
3983,20191119,1927,9184627
3984,20190808,372,9181152
3985,20191209,1393,9182777
3986,20190702,3637,GGOEAAAB034914
3987,20180825,5203,9184733
3988,20181026,2995,9180758
3989,20180430,76,10 55418
3990,20190628,4695,GGOEGAAC075715
3991,20190413,2741,9180836
3992,20190304,315,GGOEGAAC032114
3993,20190709,832,9182674
3994,20181224,4178,GGOEAAAJ080814
3995,20190927,2274,9182716
3996,20190508,3687,GGOEGAAC075815
3997,20190505,266,GGOEGAAL059015
3998,20190609,4382,9182401
3999,20190903,886,GGOEGAAX0042
4000,20190803,3482,9182873
4001,20190813,5087,GGOEGAAX0323
4002,20190323,8,GGOEAAQB036113
4003,20190506,1980,9182903
4004,20190225,3568,GGOEGAAB058913
4005,20190430,4431,GGOEAAAJ032914
4006,20190324,5191,9182509
4007,20191004,954,9182764
4008,20190417,619,10 52232
4009,20180806,5066,GGOEGAAC032115
4010,20190728,4874,9182791
4011,20190518,2383,9180810
4012,20191112,3795,GGOEGAAB033816
4013,20190210,1195,9182502
4014,20190321,2527,9182688
4015,20190828,447,9182854
4016,20180722,4701,9180769
4017,20180319,1690,GGOEAAAB034814
4018,20190304,3128,9182382
4019,20181209,1786,GGOEGAAL010615
4020,20190623,4112,GGOEAAAJ031916
4021,20181203,2835,9184732
4022,20190513,5133,10 52232
4023,20180403,683,9180813
4024,20191225,5351,10 93132
4025,20190817,2123,9180810
4026,20190228,4144,9184678
4027,20190509,2129,GGOEGAAL010614
4028,20191122,4367,9183224
4029,20190606,1245,9182859
4030,20181216,102,GGOEGAAC075814
4031,20190820,2682,GGOEGAAX0293
4032,20180415,1076,9182800
4033,20181122,986,9182775
4034,20191103,5272,GGOEAAAB034817
4035,20191023,2827,GGOEAAAB034817
4036,20191223,1936,GGOEAAWT061748
4037,20190314,1702,GGOEGAAL059015
4038,20180814,1140,9180851
4039,20180808,4424,9184651
4040,20191016,105,9180874
4041,20181219,1157,9183239
4042,20190424,5305,GGOEAAAJ032915
4043,20180616,1442,10 52251
4044,20190820,1436,GGOEGAAQ057215
4045,20191127,3402,GGOEGAAX0304
4046,20190823,5387,9182806
4047,20180329,4924,GGOEGAAJ032815
4048,20181024,750,GGOEAAEB030216
4049,20190307,3178,GGOEAAFB035913
4050,20180820,2925,GGOEGAAJ057017
4051,20190514,1171,9182997
4052,20191129,3954,9181151
4053,20191008,3196,GGOEGAAC075815
4054,20190511,735,GGOEGAAH075913
4055,20190217,4220,9183194
4056,20180915,431,9182765
4057,20190729,1484,9182774
4058,20181219,1977,GGOEAAQB036114
4059,20190421,3323,GGOEGAAX0293
4060,20190924,3113,GGOEAAYJ068856
4061,20180913,691,GGOEAAAQ032013
4062,20180305,1817,GGOEGAAX0331
4063,20180707,4718,GGOEGAAX0298
4064,20180513,612,GGOEAAWH061554
4065,20190413,3838,GGOEAFKQ020499
4066,20191006,1728,10 55418
4067,20190918,1160,9182382
4068,20191128,4332,GGOEGAAQ033913
4069,20190424,4722,GGOEGAAJ080615
4070,20190903,5456,GGOEGAAQ010417
4071,20190604,2988,GGOEAAFB035915
4072,20181028,2176,GGOEGAAQ010413
4073,20181217,2993,9183223
4074,20180727,4869,GGOEGAAX0282
4075,20181105,2406,9182759
4076,20180505,1776,10 52225
4077,20190609,2960,GGOEAAYC068726
4078,20191005,2078,10 14154
4079,20180418,4764,9182995
4080,20181219,2165,10 14159
4081,20190323,4314,GGOEGAAH034014
4082,20190807,5046,9182858
4083,20190425,3975,GGOEAAYJ068856
4084,20190322,356,GGOEADHH055999
4085,20191222,3873,9182653
4086,20190222,4881,9182777
4087,20180411,3086,9180817
4088,20190820,2814,10 52225
4089,20180527,172,GGOEGAAX0206
4090,20190313,3051,GGOEGAAJ080616
4091,20190409,830,GGOEGAAL059016
4092,20181012,860,9182713
4093,20191227,3608,GGOEAAXN066328
4094,20180409,3910,GGOEGAAH075915
4095,20190602,1489,GGOEAAAJ034516
4096,20181007,95,GGOEAAEJ033413
4097,20190921,297,9182494
4098,20190527,2540,GGOEGAAX0310
4099,20191019,1663,GGOEAAEJ035715
4100,20190704,2843,9180763
4101,20180704,3379,9182765
4102,20190608,3419,9182757
4103,20190703,341,GGOEAAEH035217
4104,20180505,938,GGOEGAAX0312
4105,20180310,3439,GGOEGAAH075913
4106,20190220,1659,GGOEGAAL010614
4107,20190424,2265,9182686
4108,20180825,3419,GGOEGAAX0280
4109,20190723,918,GGOEAAEJ033417
4110,20190205,518,GGOEGAAX0312
4111,20190520,916,9180814
4112,20190526,3595,GGOEAAEJ030914
4113,20190205,3153,GGOEAAXC066430
4114,20180803,2409,9182177
4115,20191208,3930,GGOEAAEJ030915
4116,20190419,2867,9180815
4117,20190318,5134,9181142
4118,20190228,3419,GGOEAAEJ029313
4119,20191227,5381,9183213
4120,20191021,1204,GGOEGAAX0291
4121,20180230,408,GGOEAAEH035215
4122,20190725,5004,GGOEGAAC035014
4123,20180924,482,GGOEAXXX0808
4124,20190723,701,9182775
4125,20190517,2998,9182699
4126,20191221,1899,GGOEAAEB031213
4127,20190721,1766,9183228
4128,20190606,3100,10 52147
4129,20190413,1186,GGOEAAAJ032417
4130,20180211,3583,GGOEGAAJ032615
4131,20181027,4865,GGOEGAAX0278
4132,20190823,4006,GGOEAAWH061554
4133,20190520,4225,GGOEAAEB030214
4134,20190614,4654,GGOEGAAL059015
4135,20190904,4897,GGOEGAAJ032716
4136,20191222,2899,10 31023
4137,20190307,4518,GGOEGAAJ073016
4138,20190803,5141,GGOEAAEB030213
4139,20190329,680,9183190
4140,20190316,4393,GGOEGAAJ080616
4141,20191009,5434,9183124
4142,20190709,1571,GGOEGAAC032116
4143,20180824,414,9182713
4144,20191123,2530,9180817
4145,20180414,2812,10 14133
4146,20190711,669,GGOEGAAX0321
4147,20191203,4269,9180808
4148,20180706,5451,GGOEGAAR010714
4149,20190219,4799,GGOEGAAX0313
4150,20190226,3812,GGOEAAAJ031915
4151,20181228,4817,9184679
4152,20190622,4892,9184624
4153,20190713,5380,GGOEGAAH075917
4154,20180216,3196,9180824
4155,20191023,2594,9182562
4156,20190220,2429,GGOEAFKQ020499
4157,20190613,1697,9180792
4158,20190427,3359,9182756
4159,20190404,1292,9183240
4160,20190618,2398,GGOEAAYC068724
4161,20191102,3280,9182799
4162,20190727,5279,9180828
4163,20190412,1682,9183213
4164,20190826,1497,9182382
4165,20180328,3173,9183237
4166,20190903,4904,9182700
4167,20190523,2488,9182790
4168,20180917,5120,9182816
4169,20180514,1028,GGOEGAAJ032616
4170,20190418,3394,GGOEGAAJ032717
4171,20190613,5445,9180818
4172,20180830,2160,10 75145
4173,20180306,4472,GGOEAAFB035915
4174,20180509,4506,GGOEAAAB081014
4175,20190215,5457,9181571
4176,20191230,4762,9183096
4177,20190926,547,GGOEAAEB030214
4178,20180903,1840,GGOEAAAB034917
4179,20190203,1336,9183232
4180,20191006,2867,9182769
4181,20190911,3700,9183187
4182,20191123,2371,GGOEAAYJ068856
4183,20190806,2552,GGOEAAYJ068856
4184,20190818,76,9182509
4185,20180720,2861,GGOEAXXX0812
4186,20180304,1630,GGOEAOCH014199
4187,20180511,1964,GGOEAAAJ034515
4188,20181102,2538,9180826
4189,20180417,1463,GGOEAAEB031616
4190,20190902,619,GGOEAAWQ063049
4191,20190618,4623,9182509
4192,20190225,1789,GGOEAAXJ066230
4193,20191023,223,GGOEGAAC035017
4194,20190411,1678,10 52223
4195,20190829,716,GGOEGAAX0164
4196,20190904,3441,GGOEAAAQ032015
4197,20180926,1878,GGOEGAAR010717
4198,20190417,2414,GGOEGAAX0037
4199,20190506,46,9182587
4200,20181022,681,9182701
4201,20181204,2379,GGOEAAXN066330
4202,20190312,1333,9184734
4203,20190303,5184,GGOEGAAX0284
4204,20190825,4529,GGOEAAAJ032416
4205,20190415,4025,GGOEGAAJ073415
4206,20190829,1539,GGOEGAAX0310
4207,20190703,2485,9182996
4208,20190321,2546,9184618
4209,20190223,4136,9183232
4210,20190227,4292,10 93132
4211,20180819,975,9180771
4212,20190213,1587,9182761
4213,20190505,221,9182777
4214,20190910,639,GGOEGAAX0317
4215,20180612,1735,GGOEGAAX0284
4216,20190424,4463,GGOEAAXC066430
4217,20180621,3427,9182502
4218,20190213,2035,9182780
4219,20191016,4247,9180759
4220,20190311,5138,9182785
4221,20190602,2969,9180842
4222,20181229,3525,9182658
4223,20190422,3290,GGOEAAXC066455
4224,20191205,5186,9180803
4225,20190511,4368,9182647
4226,20190920,2298,9180788
4227,20180617,955,9184663
4228,20190223,5105,9181570
4229,20181216,2281,9183192
4230,20190506,3388,9182182
4231,20180304,3759,9180809
4232,20190417,518,9182893
4233,20190208,5301,9183192
4234,20190202,4322,9181019
4235,20180603,2113,GGOEGAAX0081
4236,20190316,2360,9184676
4237,20190818,813,9182737
4238,20190213,5130,GGOEAAWQ063049
4239,20190921,404,GGOEGAAX0306
4240,20190419,1897,GGOEGAAX0168
4241,20190619,4576,9183196
4242,20190214,2758,9184651
4243,20190613,2144,GGOEGAAX0324
4244,20180927,3419,10 51122
4245,20190406,1221,9182747
4246,20180621,5387,GGOEGAAX0305
4247,20190215,2042,9183233
4248,20190524,1745,GGOEAAEB028314
4249,20180924,2241,9180770
4250,20180206,3860,GGOEGAAX0314
4251,20180427,4124,9184624
4252,20190812,122,9182176
4253,20190229,347,9184626
4254,20180607,1219,GGOEGAAQ057214
4255,20191116,3099,9183225
4256,20191025,233,9184675
4257,20181110,3101,GGOEAAEJ030917
4258,20180507,4827,9183129
4259,20191102,2695,9180854
4260,20180723,5281,GGOEAAAJ032914
4261,20190310,1142,GGOEAAAJ034514
4262,20190305,153,GGOEAAAB034816
4263,20181025,2698,GGOEGAAL010617
4264,20190419,664,9183015
4265,20191021,4755,9180870
4266,20190824,1802,9180754
4267,20190826,1118,GGOEAAAP081213
4268,20191211,2321,9180905
4269,20190217,4123,9182800
4270,20190727,4306,GGOEGAAJ032315
4271,20181113,3283,9180827
4272,20191226,755,10 52232
4273,20191005,3382,GGOEA0CH077599
4274,20190603,4703,9182997
4275,20190820,2380,10 13097
4276,20180621,43,9182998
4277,20190510,190,GGOEGAAX0104
4278,20190715,1322,GGOEGAAX0329
